HV1,IC1,IC2,IC3,IC4,IC5,AVGGIFT,TARGET_D
936.0,354,402,407,388.0,15493,6.8888888889999995,8.0
2456.0,504,523,516,514.0,17132,13.0,20.0
345.0,131,148,159,146.0,5727,4.302325581,5.0
1293.0,198,224,252,225.0,11363,14.42857143,25.0
728.0,140,196,171,169.0,9064,9.769230769,10.0
4567.0,238,399,367,335.0,24222,24.0,31.0
1355.0,586,619,626,610.0,22215,4.5,6.0
985.0,409,422,436,422.0,12546,9.4,10.0
655.0,294,367,314,325.0,11329,4.454545455,3.0
1777.0,392,391,434,406.0,18631,6.5625,7.0
889.0,362,388,371,374.0,13570,10.6,15.0
651.0,225,264,243,244.0,9372,8.058823529,11.0
3268.0,578,827,723,709.0,27653,13.2,30.0
2506.0,523,516,571,537.0,16775,32.33333333,41.0
1023.0,211,291,251,251.0,14513,3.173913044,5.0
1514.0,405,462,404,424.0,12537,4.454545455,8.0
998.0,355,377,393,375.0,13184,8.5,10.0
1672.0,476,519,478,491.0,16332,20.25,27.0
3750.0,164,162,243,190.0,10410,18.0,25.0
1399.0,272,398,341,337.0,14767,16.0,17.0
1126.0,379,409,380,389.0,13487,6.75,15.0
583.0,213,248,258,240.0,10815,2.674418605,3.0
1340.0,407,519,560,495.0,23774,7.16,11.0
1454.0,382,407,406,398.0,14002,22.5,20.0
2652.0,363,478,434,425.0,18059,15.0,10.0
1053.0,173,215,239,209.0,12562,9.857142857000001,15.0
2830.0,330,348,442,373.0,16304,15.16666667,21.0
1316.0,457,458,501,472.0,15079,10.0,15.0
2034.0,607,635,638,627.0,22234,8.571428571,10.0
720.0,217,208,270,232.0,8816,7.625,9.0
2829.0,340,411,475,409.0,23188,13.25,12.0
1242.0,366,374,432,391.0,16287,10.70588235,17.0
933.0,250,295,285,277.0,9846,7.153846154,12.0
1340.0,443,443,493,460.0,14564,12.42142857,10.0
1366.0,416,435,444,432.0,14496,10.9,15.0
1001.0,183,212,238,211.0,8947,9.4,25.0
1331.0,231,267,288,262.0,11794,14.0,25.0
1668.0,312,329,369,337.0,12859,15.33333333,23.0
1257.0,321,341,397,353.0,13796,11.47619048,14.0
2873.0,422,838,611,624.0,37262,17.5,25.0
1019.0,276,315,317,303.0,12795,9.727272727,15.0
567.0,201,205,219,208.0,6651,5.727272727000001,6.0
1024.0,380,443,424,416.0,19961,10.66666667,10.0
1160.0,259,333,295,296.0,11660,14.2,20.0
823.0,452,453,496,467.0,14468,6.666666667,3.0
1840.0,414,579,479,491.0,23368,20.58333333,15.0
921.0,282,307,273,287.0,9015,10.33333333,15.0
806.0,272,339,318,310.0,14010,28.6,5.0
1664.0,457,477,480,471.0,16022,25.57142857,30.0
811.0,370,380,382,377.0,12100,6.6,6.0
5464.0,650,715,782,716.0,50548,8.416666667000001,10.0
1027.0,375,380,389,381.0,15853,9.571428571,15.0
3391.0,654,843,729,742.0,33387,13.55555556,15.0
1422.0,553,547,645,582.0,21032,3.5,3.0
1945.0,446,488,477,470.0,16265,11.94444444,20.0
1688.0,271,317,342,310.0,15627,5.5,5.0
681.0,211,246,249,235.0,10661,2.9444444439999997,3.0
4255.0,615,701,624,647.0,21001,25.0,30.0
632.0,268,326,320,305.0,13261,6.1875,7.0
1605.0,684,695,728,702.0,22931,12.5,15.0
1418.0,300,322,344,322.0,14567,25.83333333,25.0
3462.0,1022,1144,989,1052.0,49631,18.42857143,25.0
1154.0,241,281,288,270.0,9759,10.375,20.0
882.0,361,368,385,371.0,12270,9.666666667000001,10.0
1222.0,479,488,531,499.0,16469,11.05882353,14.0
2833.0,662,833,726,740.0,30627,40.0,25.0
833.0,324,336,337,332.0,12238,9.689655172,10.0
1383.0,450,502,506,486.0,18815,11.125,10.0
1249.0,338,337,349,341.0,12507,8.214285713999999,11.0
1295.0,221,218,243,227.0,8941,7.6,14.0
448.0,234,250,269,251.0,9825,3.857142857,5.0
655.0,180,210,226,205.0,7560,6.321428571,7.0
2976.0,420,446,468,445.0,14552,15.5,21.0
2815.0,195,260,263,239.0,7978,15.0,20.0
798.0,243,284,285,271.0,11462,7.833333333,10.0
1066.0,300,330,328,319.0,11683,12.2631579,20.0
1735.0,273,270,300,281.0,7822,15.0,10.0
4100.0,365,521,486,457.0,27042,20.0,20.0
966.0,303,321,362,329.0,15904,7.3636363639999995,8.0
1292.0,377,375,446,399.0,15608,7.5,15.0
1577.0,465,506,556,509.0,29913,9.857142857000001,12.0
1625.0,272,318,376,322.0,12987,10.25,15.0
6458.0,504,708,575,596.0,36020,16.25,25.0
3000.0,235,338,268,280.0,21321,27.5,25.0
5322.0,691,762,760,738.0,34909,25.0,25.0
1775.0,498,516,536,517.0,21059,12.22222222,21.0
2784.0,352,401,395,383.0,14963,23.0,23.0
1467.0,214,303,295,271.0,12335,9.7,20.0
2576.0,490,503,550,514.0,19138,14.54545455,50.0
1330.0,244,315,285,281.0,11630,23.33333333,30.0
1725.0,401,463,464,443.0,28003,25.0,30.0
522.0,162,200,218,193.0,8791,5.583333333,5.0
1057.0,244,272,278,265.0,9868,9.592592593,20.0
887.0,279,337,321,312.0,12466,9.074074074,11.0
1130.0,296,313,291,300.0,8662,12.14285714,21.0
514.0,144,143,193,160.0,7571,3.086956522,5.0
1635.0,398,578,446,474.0,19790,17.18181818,23.0
1203.0,333,393,371,366.0,14164,12.57142857,15.0
1223.0,373,481,402,419.0,16271,6.818181817999999,10.0
300.0,0,0,0,0.0,0,8.777777777999999,10.0
1617.0,311,323,356,330.0,15108,7.333333333,5.0
2951.0,523,545,543,537.0,19319,33.0,30.0
1658.0,571,594,616,594.0,20295,15.0,15.0
1240.0,376,404,384,388.0,12455,14.0,20.0
900.0,477,485,488,483.0,16525,3.1136363639999995,4.0
2711.0,631,638,713,661.0,21434,6.7,13.0
1540.0,335,408,404,382.0,17478,16.0,20.0
2466.0,415,402,457,425.0,16471,8.095238095,10.0
1053.0,390,411,399,400.0,12683,16.33333333,16.0
645.0,244,300,278,274.0,11022,44.7,7.0
783.0,215,260,266,247.0,9722,11.08333333,11.0
2472.0,506,548,469,508.0,19463,4.431034483,5.0
982.0,267,315,297,293.0,10488,14.22222222,17.0
1972.0,269,230,365,288.0,6778,8.470588235,5.0
1559.0,303,319,342,321.0,11303,16.33333333,25.0
1023.0,393,437,413,414.0,16377,16.28571429,15.0
3983.0,684,753,714,717.0,26104,16.81818182,25.0
1152.0,364,393,408,388.0,15238,7.933333332999999,10.0
2518.0,576,617,604,599.0,20066,9.857142857000001,12.0
942.0,224,264,248,245.0,8866,8.0,16.0
1516.0,338,419,383,380.0,19463,20.0,20.0
1175.0,85,181,137,134.0,10792,15.0,25.0
1462.0,360,480,388,409.0,12391,20.0,30.0
936.0,237,261,274,257.0,10474,11.82352941,15.0
654.0,221,243,251,238.0,7653,5.777777778,7.0
2028.0,301,277,322,300.0,9201,25.0,20.0
739.0,134,189,168,164.0,7525,5.666666667,10.0
3509.0,878,897,934,903.0,35266,5.8,5.0
1912.0,600,639,627,622.0,21328,15.0,15.0
1253.0,423,512,467,467.0,19029,11.66666667,15.0
919.0,222,241,257,240.0,10469,10.875,15.0
630.0,0,0,0,0.0,0,15.0,21.0
1039.0,309,402,405,372.0,17709,10.42857143,10.0
2322.0,459,475,561,498.0,18855,18.42105263,24.0
1462.0,373,375,378,375.0,10064,17.5,30.0
1158.0,388,418,429,412.0,19457,7.785714286,10.0
6091.0,782,835,814,810.0,34593,9.846153846,10.0
1326.0,302,334,326,321.0,12484,10.66666667,20.0
864.0,324,463,383,390.0,16087,4.571428571,5.0
1439.0,324,356,370,350.0,12916,19.52380952,25.0
500.0,173,220,241,211.0,9613,3.52631579,5.0
1155.0,257,267,345,290.0,14500,10.0,10.0
1464.0,420,411,455,429.0,15376,4.285714286,7.0
748.0,264,614,330,403.0,24728,11.66666667,10.0
4783.0,603,731,666,667.0,30123,18.75,23.0
2158.0,450,471,478,466.0,18048,16.2,19.0
2739.0,771,790,817,793.0,27373,18.33333333,25.0
1035.0,212,258,286,252.0,13218,10.75,15.0
692.0,171,172,228,190.0,10735,4.4,5.0
1328.0,548,559,562,556.0,16037,6.0,5.0
942.0,271,284,306,287.0,9453,6.142857143,10.0
300.0,0,0,0,0.0,0,10.5,10.0
1189.0,378,384,410,391.0,15300,16.0,20.0
1594.0,340,373,356,356.0,12280,20.0,25.0
781.0,195,288,255,246.0,11368,10.0,15.0
1027.0,71,141,121,111.0,6671,10.75,20.0
1215.0,380,414,408,401.0,14936,6.5,10.0
1229.0,403,420,418,414.0,15864,7.833333333,10.0
1045.0,165,154,200,173.0,7220,12.0,17.0
744.0,260,296,288,281.0,11387,8.958333332999999,10.0
4619.0,540,670,570,593.0,24535,11.85714286,15.0
2117.0,221,247,249,239.0,9366,24.22222222,50.0
2621.0,631,638,713,661.0,21434,5.875,10.0
808.0,204,240,242,229.0,8472,8.0,11.0
1644.0,366,318,458,381.0,22427,13.16666667,20.0
5732.0,655,757,721,711.0,38854,19.73684211,20.0
1644.0,423,481,452,452.0,19549,11.5,25.0
1399.0,429,448,420,432.0,15387,11.66666667,15.0
4198.0,612,610,664,629.0,29477,19.6,37.0
4509.0,870,886,878,878.0,34835,20.0,20.0
1389.0,296,324,328,316.0,12998,8.826086957000001,10.0
2491.0,558,573,630,587.0,21988,16.42857143,32.0
893.0,163,180,207,183.0,9520,12.5,10.0
1018.0,359,384,399,381.0,14270,2.3157894740000002,5.0
955.0,304,275,353,311.0,14465,5.166666667,7.0
1123.0,180,219,229,209.0,9273,18.33333333,25.0
987.0,255,250,274,260.0,12378,12.84615385,25.0
3447.0,560,630,649,613.0,31137,28.75,50.0
2203.0,308,346,445,366.0,24259,12.66666667,20.0
978.0,478,506,487,490.0,16643,4.75,5.0
1605.0,511,650,605,589.0,35196,7.583333333,10.0
977.0,171,199,219,196.0,21980,16.66666667,20.0
847.0,378,404,408,397.0,14642,8.266666667,10.0
1135.0,237,305,306,283.0,11659,10.0,15.0
6025.0,610,763,698,690.0,53158,5.606060606000001,10.0
2069.0,330,382,410,374.0,16587,17.5,10.0
845.0,350,482,395,409.0,12831,12.5,5.0
2970.0,550,617,576,581.0,19233,25.0,25.0
1271.0,259,298,304,287.0,10613,11.66666667,15.0
2611.0,349,507,529,462.0,25565,16.25,25.0
1363.0,212,245,294,250.0,11792,11.83333333,25.0
698.0,171,200,227,199.0,10255,7.75,11.0
2282.0,421,560,505,495.0,24772,20.0,35.0
1119.0,371,432,407,403.0,15719,4.720588235,10.0
2714.0,430,441,404,425.0,16795,11.0,15.0
878.0,242,306,279,276.0,12451,9.857142857000001,10.0
1163.0,250,260,294,268.0,9546,11.0,16.0
2398.0,417,476,450,448.0,20544,11.0,10.0
1041.0,442,446,439,442.0,13070,8.714285713999999,5.0
947.0,353,370,361,361.0,14044,8.714285713999999,8.0
1354.0,290,315,303,303.0,10677,16.0,20.0
1188.0,332,379,387,366.0,16613,11.0,15.0
1725.0,261,335,325,307.0,13670,13.0,25.0
1387.0,416,420,416,417.0,14118,11.22222222,13.0
1744.0,380,382,407,390.0,9685,5.0,4.0
510.0,206,266,252,241.0,9936,15.28571429,5.0
2342.0,335,365,367,356.0,15290,13.0,13.0
1133.0,489,496,571,519.0,20399,6.733333332999999,7.0
1642.0,322,421,378,374.0,16155,13.0,20.0
850.0,157,173,215,182.0,6493,12.5,10.0
1071.0,231,237,272,247.0,6184,11.66666667,15.0
1473.0,503,625,562,563.0,21302,8.931034483,10.0
548.0,216,258,275,250.0,11289,15.0,5.0
901.0,243,263,255,254.0,10702,16.0,17.0
938.0,287,372,376,345.0,17175,6.4,8.0
1652.0,374,367,505,415.0,20810,18.75,25.0
468.0,193,211,237,214.0,8898,9.266666667,9.0
3831.0,744,880,812,812.0,50146,11.33333333,10.0
1291.0,284,294,319,299.0,11852,17.16,20.0
2362.0,460,545,548,518.0,23187,14.625,32.0
1364.0,252,279,300,277.0,13321,8.533333333,13.0
1459.0,403,459,485,449.0,21035,29.0,25.0
3803.0,504,613,620,579.0,24127,20.0,35.0
607.0,159,169,204,177.0,7110,10.55172414,10.0
540.0,0,0,0,0.0,0,10.25,18.0
1545.0,159,197,233,196.0,9775,20.0,40.0
4115.0,544,525,655,575.0,27608,17.5,25.0
5972.0,799,906,843,849.0,40664,15.0,25.0
2401.0,495,534,475,501.0,18663,19.47058824,20.0
673.0,314,330,327,324.0,11799,3.0625,5.0
917.0,129,322,200,217.0,9955,5.88,10.0
801.0,336,415,395,382.0,15058,3.578947368,5.0
602.0,193,256,230,226.0,9283,5.0,5.0
1065.0,301,366,322,330.0,17572,3.407407407,3.0
1186.0,262,293,321,292.0,12780,15.0,15.0
1745.0,717,780,704,734.0,27276,6.1,6.0
1609.0,361,442,440,414.0,15076,12.4,30.0
922.0,366,464,421,417.0,14538,8.0,8.0
809.0,373,377,410,387.0,12992,15.0,10.0
1680.0,282,353,332,322.0,13859,5.24,6.0
2018.0,328,406,375,370.0,17761,10.19047619,15.0
1039.0,408,483,468,453.0,16268,3.72,5.0
1774.0,244,284,303,277.0,11060,48.52941177,36.0
971.0,123,168,236,176.0,8046,9.462962962999999,11.0
2790.0,427,502,496,475.0,15703,4.714285714,4.0
1098.0,531,530,585,549.0,19537,5.484848485,5.0
889.0,289,318,294,300.0,12204,11.8,10.0
2997.0,767,863,866,832.0,39319,6.25,6.0
4945.0,750,770,749,756.0,23146,51.42857143,50.0
784.0,129,152,192,158.0,6801,10.4,20.0
1039.0,215,222,260,232.0,10427,12.8,14.0
730.0,168,292,232,231.0,11377,3.545454546,3.0
1243.0,464,465,435,455.0,15214,10.0,10.0
936.0,246,268,297,270.0,14448,8.958333332999999,6.0
1175.0,119,188,142,150.0,9084,8.0,10.0
941.0,354,370,398,374.0,14555,5.304347826,7.0
2312.0,364,425,407,399.0,17677,3.777777778,4.0
2121.0,662,664,700,675.0,23530,9.2,15.0
891.0,214,239,270,241.0,9788,6.263157895,9.0
1393.0,412,403,435,417.0,15479,11.56,15.0
1382.0,203,229,241,224.0,10129,3.714285714,5.0
1575.0,205,138,281,208.0,21600,6.458333333,15.0
1369.0,267,320,318,302.0,11849,8.222222222000001,10.0
1181.0,357,401,413,390.0,13548,6.6,12.0
6349.0,1054,1220,1058,1111.0,52654,30.94117647,38.0
512.0,202,283,245,243.0,9358,7.666666667,7.0
1484.0,511,511,656,559.0,30595,15.0,15.0
3099.0,442,448,573,488.0,24413,25.4,35.0
790.0,318,358,354,343.0,12457,4.958333333,4.0
929.0,215,223,249,229.0,9279,4.037037037,5.0
180.0,0,0,0,0.0,0,5.230769231,6.0
1112.0,190,237,248,225.0,9317,20.0,20.0
2793.0,364,385,412,387.0,19087,9.666666667000001,25.0
2371.0,349,401,417,389.0,14846,26.57142857,43.0
1174.0,419,462,457,446.0,17263,12.7,10.0
6175.0,610,763,698,690.0,53158,9.923076923,15.0
1567.0,321,441,433,398.0,18567,15.0,21.0
2541.0,433,412,474,440.0,12296,13.65217391,20.0
708.0,243,284,285,271.0,11462,5.166666667,7.0
1962.0,298,354,365,339.0,15314,14.66666667,25.0
1575.0,284,288,317,296.0,18892,20.46153846,30.0
1560.0,529,552,516,532.0,18107,14.68421053,12.0
1111.0,410,424,435,423.0,16017,3.875,4.0
716.0,218,242,249,236.0,11438,5.6,5.0
1569.0,735,783,720,746.0,29612,5.25,4.0
1213.0,255,260,312,276.0,14023,8.372790698,5.0
6725.0,1500,1500,1311,1437.0,90600,22.2,25.0
1188.0,257,288,285,277.0,10225,19.0,20.0
838.0,121,173,169,154.0,9299,9.307692308,10.0
2036.0,308,347,338,331.0,11970,25.0,20.0
2449.0,473,688,648,603.0,25255,13.375,18.0
725.0,209,212,247,223.0,8620,4.428571429,5.0
968.0,302,397,345,348.0,15112,5.642857143,5.0
772.0,166,218,257,214.0,8760,9.777777777999999,10.0
1132.0,310,338,348,332.0,11972,10.0,10.0
940.0,147,178,217,181.0,7173,10.2,20.0
2801.0,545,613,612,590.0,22696,15.0,21.0
4827.0,213,376,224,271.0,11264,13.0,22.0
1240.0,229,271,275,258.0,10200,22.5,25.0
3432.0,609,660,635,635.0,21687,7.235294118,15.0
796.0,234,218,260,237.0,9429,7.619047619,10.0
716.0,202,274,236,237.0,10581,23.85294118,8.0
1146.0,354,402,407,388.0,15493,10.5,15.0
2101.0,366,385,369,373.0,12255,4.619047619,5.0
2792.0,608,659,704,657.0,27443,9.5,30.0
1475.0,280,317,343,313.0,15917,7.0,20.0
1156.0,349,361,383,364.0,12807,11.66666667,17.0
1799.0,370,418,436,408.0,23716,12.5,15.0
992.0,382,406,419,402.0,15021,8.227272727,10.0
1403.0,327,364,350,347.0,13079,17.0,25.0
1434.0,389,398,423,403.0,17338,8.0,20.0
2230.0,773,789,816,793.0,33069,3.761904762,3.0
490.0,136,150,165,150.0,7061,3.6,5.0
5743.0,420,420,616,485.0,12070,11.33333333,17.0
1377.0,378,386,396,387.0,14106,17.8,20.0
806.0,379,399,432,403.0,14680,2.583333333,3.0
871.0,243,307,295,282.0,13144,9.166666667000001,10.0
1381.0,483,512,544,513.0,19553,5.2,7.0
1540.0,351,433,388,391.0,14537,4.5,4.0
833.0,212,218,312,247.0,10305,13.0,20.0
906.0,509,530,461,500.0,15017,6.875,10.0
1178.0,172,188,230,197.0,8494,12.5,15.0
647.0,205,230,244,226.0,9938,6.538461539,10.0
150.0,132,147,178,152.0,9308,4.5,5.0
1670.0,165,306,267,246.0,11619,15.0,30.0
669.0,247,273,291,270.0,11266,8.0,5.0
1101.0,241,278,283,267.0,9113,14.0,25.0
1556.0,348,344,412,368.0,13177,11.44444444,20.0
660.0,280,314,325,306.0,11330,5.340909091,3.0
1837.0,397,409,435,414.0,15850,11.33333333,17.0
1591.0,409,472,459,447.0,14154,15.0,23.0
632.0,213,246,256,238.0,9892,8.142857142999999,10.0
583.0,225,274,278,259.0,11650,3.6875,4.0
1100.0,272,438,381,364.0,30968,12.05555556,20.0
